Episode,Total Reward,Steps,Hits,Misses,Hit Rate,Q-Table Size
80,102.93573363431057,443,6,0,0.013544018058690745,67
81,124.09585798816505,338,6,0,0.01775147928994083,67
82,143.4101680672274,238,6,0,0.025210084033613446,67
83,120.79248587570551,354,6,0,0.01694915254237288,67
84,83.58518518518393,540,6,0,0.011111111111111112,67
85,140.36370078740137,254,6,0,0.023622047244094488,67
86,35.328040973109694,781,6,0,0.0076824583866837385,67
87,134.45965034964988,286,6,0,0.02097902097902098,67
88,116.79809651474451,373,6,0,0.0160857908847185,69
89,134.68211267605582,284,6,0,0.02112676056338028,69
90,115.06109660574337,383,6,0,0.015665796344647518,70
91,125.34303030302964,330,6,0,0.01818181818181818,70
92,115.01246719160028,381,6,0,0.015748031496062992,70
93,113.25510204081553,392,6,0,0.015306122448979591,70
94,137.2303703703699,270,6,0,0.022222222222222223,70
95,142.8266666666666,240,6,0,0.025,70
96,121.41571428571382,350,6,0,0.017142857142857144,70
97,121.81735632183936,348,6,0,0.017241379310344827,70
98,119.02700831024856,361,6,0,0.01662049861495845,70
99,126.236748466257,326,6,0,0.018404907975460124,70
100,100.82026431717962,454,6,0,0.013215859030837005,70
101,118.69472527472453,364,6,0,0.016483516483516484,70
102,138.03593984962365,266,6,0,0.022556390977443608,70
103,132.26783783783728,296,6,0,0.02027027027027027,70
104,108.4815458937189,414,6,0,0.014492753623188406,70
105,135.50842293906766,279,6,0,0.021505376344086023,71
106,142.98493775933625,241,6,0,0.024896265560165973,71
107,119.49777777777706,360,6,0,0.016666666666666666,71
108,136.42496350364917,274,6,0,0.021897810218978103,71
109,91.39960079840206,501,6,0,0.011976047904191617,71
110,136.82764705882343,272,6,0,0.022058823529411766,71
111,134.2108771929819,285,6,0,0.021052631578947368,71
112,127.84446540880445,318,6,0,0.018867924528301886,71
113,124.51850746268589,335,6,0,0.01791044776119403,71
114,101.2212389380522,452,6,0,0.01327433628318584,71
115,113.96773195876209,388,6,0,0.015463917525773196,71
116,99.8178649237463,459,6,0,0.013071895424836602,71
117,117.28954177897498,371,6,0,0.016172506738544475,71
118,130.05573289902236,307,6,0,0.019543973941368076,71
119,128.84948881789077,313,6,0,0.019169329073482427,71
120,123.11239766081806,342,6,0,0.017543859649122806,71
121,96.00920502091942,478,6,0,0.012552301255230125,71
122,89.5960784313714,510,6,0,0.011764705882352941,71
123,83.38484288354775,541,6,0,0.011090573012939002,71
124,146.32642857142824,224,6,0,0.026785714285714284,71
125,125.92487804877995,328,6,0,0.018292682926829267,71
126,132.49013605442124,294,6,0,0.02040816326530612,71
127,113.1651020408155,392,6,0,0.015306122448979591,71
128,128.2464556962019,316,6,0,0.0189873417721519,71
129,96.52052631578862,475,6,0,0.01263157894736842,71
130,133.09364261168383,291,6,0,0.020618556701030927,71
131,88.59417475728037,515,6,0,0.011650485436893204,73
132,88.79455252918169,514,6,0,0.011673151750972763,73
133,124.02673590504384,337,6,0,0.017804154302670624,73
134,145.99052863436114,227,6,0,0.02643171806167401,73
135,93.80449897750401,489,6,0,0.012269938650306749,73
136,109.15271844660234,412,6,0,0.014563106796116505,73
137,101.13123893805295,452,6,0,0.01327433628318584,73
138,155.28179775280893,178,6,0,0.033707865168539325,73
139,129.63258064516134,310,6,0,0.01935483870967742,73
140,120.07932960893787,358,6,0,0.01675977653631285,73
141,93.40366598777895,491,6,0,0.012219959266802444,73
142,115.68385224274351,379,6,0,0.0158311345646438,73
143,100.14929824561302,456,6,0,0.013157894736842105,73
144,145.38478260869536,230,6,0,0.02608695652173913,73
145,116.48666666666594,375,6,0,0.016,73
146,117.62173913043404,368,6,0,0.016304347826086956,73
147,103.33675736961357,441,6,0,0.013605442176870748,73
148,133.85602076124528,289,6,0,0.020761245674740483,73
149,115.90525198938913,377,6,0,0.015915119363395226,73
150,84.69726591760177,534,6,0,0.011235955056179775,73
151,140.4537007874016,254,6,0,0.023622047244094488,73
152,88.19342359767774,517,6,0,0.01160541586073501,73
153,146.25843049327324,223,6,0,0.026905829596412557,73
154,115.79455026454951,378,6,0,0.015873015873015872,73
155,105.23148148148059,432,6,0,0.013888888888888888,73
156,140.3421568627447,255,6,0,0.023529411764705882,73
157,108.88271844660103,412,6,0,0.014563106796116505,73
158,119.7885515320327,359,6,0,0.016713091922005572,73
159,146.34843049327344,223,6,0,0.026905829596412557,73
160,109.95509803921493,408,6,0,0.014705882352941176,73
161,115.90525198938938,377,6,0,0.015915119363395226,73
162,151.15751243781082,201,6,0,0.029850746268656716,73
163,129.63258064516071,310,6,0,0.01935483870967742,73
164,123.11239766081805,342,6,0,0.017543859649122806,73
165,120.2108988764038,356,6,0,0.016853932584269662,73
166,123.40325513196461,341,6,0,0.017595307917888565,73
167,97.12186440677864,472,6,0,0.012711864406779662,73
168,109.6439024390235,410,6,0,0.014634146341463415,73
169,135.06335689045886,283,6,0,0.02120141342756184,73
170,124.85120481927665,332,6,0,0.018072289156626505,73
171,41.53333333333164,750,6,0,0.008,73
172,148.3472897196267,214,6,0,0.028037383177570093,75
173,134.50211267605582,284,6,0,0.02112676056338028,75
174,132.06670033670014,297,6,0,0.020202020202020204,75
175,104.33935779816417,436,6,0,0.013761467889908258,75
176,132.7124657534244,292,6,0,0.02054794520547945,75
177,89.39569471624152,511,6,0,0.011741682974559686,75
178,118.60472527472454,364,6,0,0.016483516483516484,75
179,122.35069767441804,344,6,0,0.01744186046511628,75
180,85.98939393939276,528,6,0,0.011363636363636364,75
181,132.60129692832743,293,6,0,0.020477815699658702,75
182,117.08881720430135,372,6,0,0.016129032258064516,75
183,121.90735632183839,348,6,0,0.017241379310344827,75
184,147.06662100456595,219,6,0,0.0273972602739726,75
185,144.71103448275838,232,6,0,0.02586206896551724,75
186,110.46691358024637,405,6,0,0.014814814814814815,75
187,116.97809651474454,373,6,0,0.0160857908847185,75
188,104.53988505747031,435,6,0,0.013793103448275862,75
189,104.22883295194411,437,6,0,0.013729977116704805,75
190,49.34064697608829,711,6,0,0.008438818565400843,75
191,114.36906735751214,386,6,0,0.015544041450777202,75
192,131.24112582781402,302,6,0,0.019867549668874173,75
193,64.15698587127007,637,6,0,0.009419152276295133,75
194,111.15875621890461,402,6,0,0.014925373134328358,75
195,125.1003003002997,333,6,0,0.018018018018018018,75
196,106.94640661938443,423,6,0,0.014184397163120567,75
197,123.40325513196414,341,6,0,0.017595307917888565,75
198,118.38322404371547,366,6,0,0.01639344262295082,75
199,128.15645569620213,316,6,0,0.0189873417721519,75
200,126.16769230769168,325,6,0,0.018461538461538463,75
201,78.37667844522844,566,6,0,0.01060070671378092,75
202,120.12089887640377,356,6,0,0.016853932584269662,75
203,155.19179775280895,178,6,0,0.033707865168539325,75
204,123.82585798816527,338,6,0,0.01775147928994083,75
205,110.75752475247457,404,6,0,0.01485148514851485,75
206,119.09624309392198,362,6,0,0.016574585635359115,75
207,21.317508813159343,851,6,0,0.007050528789659225,75
208,138.12593984962436,266,6,0,0.022556390977443608,75
209,119.60855153203272,359,6,0,0.016713091922005572,75
210,104.85094688221623,433,6,0,0.013856812933025405,75
211,131.4422259136215,301,6,0,0.019933554817275746,75
212,121.10409090909019,352,6,0,0.017045454545454544,75
213,135.6884229390677,279,6,0,0.021505376344086023,77
214,111.06875621890462,402,6,0,0.014925373134328358,77
215,148.99846889952187,209,6,0,0.028708133971291867,77
216,124.42850746268634,335,6,0,0.01791044776119403,77
217,118.38322404371517,366,6,0,0.01639344262295082,77
218,143.63372881355943,236,6,0,0.025423728813559324,77
219,139.8061003861004,259,6,0,0.023166023166023165,77
220,131.7755704697988,298,6,0,0.020134228187919462,77
221,124.11673590504385,337,6,0,0.017804154302670624,77
222,118.49397260273896,365,6,0,0.01643835616438356,77
223,157.65606060606052,165,6,0,0.03636363636363636,77
224,121.81735632183839,348,6,0,0.017241379310344827,77
225,106.83584905660287,424,6,0,0.014150943396226415,77
226,101.73271714921954,449,6,0,0.013363028953229399,77
227,93.11325203251924,492,6,0,0.012195121951219513,77
228,129.65362459546884,309,6,0,0.019417475728155338,77
229,85.38832391713626,531,6,0,0.011299435028248588,77
230,115.19246719160024,381,6,0,0.015748031496062992,77
231,76.28361111110975,576,6,0,0.010416666666666666,77
232,125.70303030302965,330,6,0,0.01818181818181818,77
233,134.90460992907748,282,6,0,0.02127659574468085,77
234,143.77016806722654,238,6,0,0.025210084033613446,77
235,108.26038461538374,416,6,0,0.014423076923076924,77
236,119.58777777777713,360,6,0,0.016666666666666666,77
237,120.19011204481723,357,6,0,0.01680672268907563,77
238,92.60202020201909,495,6,0,0.012121212121212121,77
239,139.24461538461594,260,6,0,0.023076923076923078,77
240,111.55999999999914,400,6,0,0.015,77
241,109.17330900243223,411,6,0,0.014598540145985401,77
242,108.5509638554208,415,6,0,0.014457831325301205,77
243,106.0541920374698,427,6,0,0.01405152224824356,77
244,131.10333333333276,300,6,0,0.02,77
245,130.74894736842052,304,6,0,0.019736842105263157,77
246,129.1405128205122,312,6,0,0.019230769230769232,77
247,118.51472527472451,364,6,0,0.016483516483516484,77
248,138.84167938931344,262,6,0,0.022900763358778626,77
249,108.44038461538372,416,6,0,0.014423076923076924,77
250,99.21645021644996,462,6,0,0.012987012987012988,77
251,113.98839793281576,387,6,0,0.015503875968992248,77
252,125.63395136778053,329,6,0,0.0182370820668693,77
253,121.63735632183838,348,6,0,0.017241379310344827,77
254,75.37211703958558,581,6,0,0.010327022375215147,77
255,126.54864197530804,324,6,0,0.018518518518518517,77
256,115.97455026454962,378,6,0,0.015873015873015872,77
257,138.01453183520553,267,6,0,0.02247191011235955,77
258,99.12645021644923,462,6,0,0.012987012987012988,77
259,149.17846889952224,209,6,0,0.028708133971291867,77
260,95.33833333333223,480,6,0,0.0125,77
261,99.41691973969532,461,6,0,0.013015184381778741,77
262,119.67777777777704,360,6,0,0.016666666666666666,77
263,158.58499999999992,160,6,0,0.0375,77
264,122.50985507246313,345,6,0,0.017391304347826087,77
265,98.8155172413783,464,6,0,0.01293103448275862,77
266,120.0101120448173,357,6,0,0.01680672268907563,77
267,126.81864197530898,324,6,0,0.018518518518518517,77
268,96.41008403361248,476,6,0,0.012605042016806723,77
269,137.54313432835858,268,6,0,0.022388059701492536,77
270,126.43769230769166,325,6,0,0.018461538461538463,77
271,126.43769230769169,325,6,0,0.018461538461538463,77
272,153.36475935828895,187,6,0,0.03208556149732621,78
273,123.31325513196415,341,6,0,0.017595307917888565,78
274,96.43052631578847,475,6,0,0.01263157894736842,78
275,134.48087719298192,285,6,0,0.021052631578947368,78
276,91.19920318724988,502,6,0,0.01195219123505976,78
277,131.88670033669985,297,6,0,0.020202020202020204,78
278,132.46898305084724,295,6,0,0.020338983050847456,78
279,136.80630036630032,273,6,0,0.02197802197802198,78
280,115.08178010471126,382,6,0,0.015706806282722512,78
281,139.73759689922463,258,6,0,0.023255813953488372,78
282,143.03152263374466,243,6,0,0.024691358024691357,78
283,155.82471264367828,174,6,0,0.034482758620689655,78
284,108.23980815347635,417,6,0,0.014388489208633094,78
285,109.26330900243218,411,6,0,0.014598540145985401,79
286,124.00585798816525,338,6,0,0.01775147928994083,79
287,140.74525691699563,253,6,0,0.023715415019762844,79
288,112.3831645569612,395,6,0,0.015189873417721518,79
289,143.1184100418406,239,6,0,0.02510460251046025,79
290,106.63529411764617,425,6,0,0.01411764705882353,79
291,82.38315018314894,546,6,0,0.01098901098901099,79
292,147.11082949308815,217,6,0,0.027649769585253458,79
293,124.13761904761839,336,6,0,0.017857142857142856,79
294,119.29700831024863,361,6,0,0.01662049861495845,79
295,78.48699115044113,565,6,0,0.010619469026548672,79
296,115.26178010471124,382,6,0,0.015706806282722512,79
297,153.2291005291004,189,6,0,0.031746031746031744,79
298,113.56641025640948,390,6,0,0.015384615384615385,79
299,102.7352252252243,444,6,0,0.013513513513513514,79
300,72.56806722688938,595,6,0,0.010084033613445379,79
301,63.95673981191074,638,6,0,0.009404388714733543,79
302,99.72786492374627,459,6,0,0.013071895424836602,79
303,91.80040080160211,499,6,0,0.012024048096192385,79
304,104.42935779816422,436,6,0,0.013761467889908258,79
305,103.53727272727176,440,6,0,0.013636363636363636,79
306,121.70653295128871,349,6,0,0.017191977077363897,79
307,127.8444654088044,318,6,0,0.018867924528301886,79
308,121.5957142857136,350,6,0,0.017142857142857144,79
309,141.7065040650413,246,6,0,0.024390243902439025,79
310,135.73101083032458,277,6,0,0.021660649819494584,79
311,135.91101083032478,277,6,0,0.021660649819494584,79
312,159.38359477124175,153,6,0,0.0392156862745098,79
313,143.77016806722656,238,6,0,0.025210084033613446,79
314,109.75449877750532,409,6,0,0.014669926650366748,79
315,107.4375296912105,421,6,0,0.014251781472684086,79
316,137.20900369003644,271,6,0,0.02214022140221402,79
317,79.97921146953274,558,6,0,0.010752688172043012,79
318,115.19246719160029,381,6,0,0.015748031496062992,79
319,129.3625806451608,310,6,0,0.01935483870967742,79
320,149.24619047619046,210,6,0,0.02857142857142857,79
321,147.65082949308737,217,6,0,0.027649769585253458,79
322,92.02120724345973,497,6,0,0.012072434607645875,79
323,94.91703933747307,483,6,0,0.012422360248447204,79
324,106.34474178403666,426,6,0,0.014084507042253521,79
325,80.78050541516117,554,6,0,0.010830324909747292,79
326,113.2757544757025,391,6,0,0.015345268542199489,79
327,96.4305263157885,475,6,0,0.01263157894736842,79
328,132.4212969283271,293,6,0,0.020477815699658702,79
329,58.35015015014858,666,6,0,0.009009009009009009,79
330,80.17953321364324,557,6,0,0.010771992818671455,79
331,86.18975332068194,527,6,0,0.011385199240986717,79
332,109.95509803921487,408,6,0,0.014705882352941176,79
333,105.03094688221617,433,6,0,0.013856812933025405,79
334,62.26479876160839,646,6,0,0.009287925696594427,79
335,106.63529411764618,425,6,0,0.01411764705882353,79
336,85.38832391713628,531,6,0,0.011299435028248588,79
337,94.71661157024684,484,6,0,0.012396694214876033,79
338,132.58013605442142,294,6,0,0.02040816326530612,79
339,122.01818443803971,347,6,0,0.01729106628242075,79
340,120.28011204481763,357,6,0,0.01680672268907563,79
341,130.5689473684208,304,6,0,0.019736842105263157,79
342,123.9158579881653,338,6,0,0.01775147928994083,79
343,104.53988505747031,435,6,0,0.013793103448275862,79
344,87.30193857965351,521,6,0,0.011516314779270634,79
345,140.41062499999956,256,6,0,0.0234375,79
346,141.46160642570308,249,6,0,0.024096385542168676,79
347,98.23459227467706,466,6,0,0.012875536480686695,79
348,107.74866348448602,419,6,0,0.014319809069212411,79
349,110.44630541871837,406,6,0,0.014778325123152709,79
350,147.58296296296302,216,6,0,0.027777777777777776,79
351,76.17331022530198,577,6,0,0.010398613518197574,79
352,116.77737967914359,374,6,0,0.016042780748663103,79
353,135.37587188612093,281,6,0,0.021352313167259787,79
354,130.79112582781408,302,6,0,0.019867549668874173,79
355,80.58018018017891,555,6,0,0.010810810810810811,79
356,143.59016806722724,238,6,0,0.025210084033613446,79
357,134.0784320557486,287,6,0,0.020905923344947737,79
358,95.60833333333225,480,6,0,0.0125,79
359,123.20239766081805,342,6,0,0.017543859649122806,79
360,101.82271714921971,449,6,0,0.013363028953229399,79
361,51.94326647564304,698,6,0,0.008595988538681949,79
362,87.79267822735915,519,6,0,0.011560693641618497,79
363,75.97301038062155,578,6,0,0.010380622837370242,79
364,109.77509803921484,408,6,0,0.014705882352941176,79
365,79.57857142857019,560,6,0,0.010714285714285714,79
366,66.96051364365825,623,6,0,0.009630818619582664,79
367,152.98191489361676,188,6,0,0.031914893617021274,79
368,147.31454545454534,220,6,0,0.02727272727272727,79
369,101.7327171492195,449,6,0,0.013363028953229399,79
370,101.1312389380521,452,6,0,0.01327433628318584,79
371,113.67706940873977,389,6,0,0.015424164524421594,79
372,154.22054054054072,185,6,0,0.032432432432432434,79
373,113.78773195876272,388,6,0,0.015463917525773196,79
374,83.38484288354812,541,6,0,0.011090573012939002,79
375,112.36252525252443,396,6,0,0.015151515151515152,79
376,100.41929824561308,456,6,0,0.013157894736842105,79
377,115.97455026454952,378,6,0,0.015873015873015872,79
378,123.11239766081802,342,6,0,0.017543859649122806,79
379,111.55999999999918,400,6,0,0.015,79
380,122.59985507246358,345,6,0,0.017391304347826087,79
381,112.47316455696138,395,6,0,0.015189873417721518,79
382,114.05773195876208,388,6,0,0.015463917525773196,79
383,140.6552569169969,253,6,0,0.023715415019762844,79
384,115.66315789473606,380,6,0,0.015789473684210527,79
385,133.6072222222223,288,6,0,0.020833333333333332,79
386,128.69051282051262,312,6,0,0.019230769230769232,79
387,123.11239766081806,342,6,0,0.017543859649122806,79
388,92.80242914979648,494,6,0,0.012145748987854251,79
389,109.15271844660107,412,6,0,0.014563106796116505,79
390,119.4977777777772,360,6,0,0.016666666666666666,79
391,50.94224751066686,703,6,0,0.008534850640113799,79
392,115.41385224274326,379,6,0,0.0158311345646438,79
393,131.70670033669992,297,6,0,0.020202020202020204,79
394,133.89843205574883,287,6,0,0.020905923344947737,79
395,110.55691358024606,405,6,0,0.014814814814814815,79
396,56.94858841010244,673,6,0,0.008915304606240713,79
397,146.41642857142827,224,6,0,0.026785714285714284,79
398,56.548148148146524,675,6,0,0.008888888888888889,79
399,142.69322314049637,242,6,0,0.024793388429752067,79
400,117.89173913043402,368,6,0,0.016304347826086956,79
401,112.07188916876488,397,6,0,0.015113350125944584,79
402,83.38484288354778,541,6,0,0.011090573012939002,79
403,84.69726591760178,534,6,0,0.011235955056179775,79
404,128.648471337579,314,6,0,0.01910828025477707,79
405,117.51100271002637,369,6,0,0.016260162601626018,79
406,91.59999999999887,500,6,0,0.012,79
407,100.64026431717971,454,6,0,0.013215859030837005,79
408,104.0283105022822,438,6,0,0.0136986301369863,79
409,64.95797788309488,633,6,0,0.009478672985781991,79
410,146.50642857142853,224,6,0,0.026785714285714284,79
411,134.18965034965026,286,6,0,0.02097902097902098,79
412,89.79646365422306,509,6,0,0.011787819253438114,79
413,105.83310023309932,429,6,0,0.013986013986013986,79
414,84.58691588784924,535,6,0,0.011214953271028037,79
415,123.60411764705813,340,6,0,0.01764705882352941,79
416,101.22123893805215,452,6,0,0.01327433628318584,79
417,137.3203703703699,270,6,0,0.022222222222222223,79
418,100.93075055187538,453,6,0,0.013245033112582781,79
419,86.79083969465529,524,6,0,0.011450381679389313,79
420,149.92019607843147,204,6,0,0.029411764705882353,79
421,99.0159827213813,463,6,0,0.012958963282937365,79
422,119.92011204481722,357,6,0,0.01680672268907563,79
423,140.63370078740124,254,6,0,0.023622047244094488,79
424,85.58867924528182,530,6,0,0.011320754716981131,79
425,86.59047619047504,525,6,0,0.011428571428571429,79
426,149.2230917874395,207,6,0,0.028985507246376812,79
427,110.75752475247444,404,6,0,0.01485148514851485,79
428,109.75449877750545,409,6,0,0.014669926650366748,79
429,129.45258064516096,310,6,0,0.01935483870967742,79
430,134.48087719298218,285,6,0,0.021052631578947368,79
431,137.877358490566,265,6,0,0.022641509433962263,79
432,105.63255813953396,430,6,0,0.013953488372093023,79
433,128.73847133757988,314,6,0,0.01910828025477707,79
434,125.01030030029966,333,6,0,0.018018018018018018,79
435,118.71548209366318,363,6,0,0.01652892561983471,79
436,126.4376923076918,325,6,0,0.018461538461538463,79
437,120.83409090909026,352,6,0,0.017045454545454544,79
438,111.04813895781551,403,6,0,0.01488833746898263,79
439,127.42152647975016,321,6,0,0.018691588785046728,79
440,91.10920318724989,502,6,0,0.01195219123505976,79
441,129.89679738562035,306,6,0,0.0196078431372549,79
442,139.13314176245163,261,6,0,0.022988505747126436,79
443,70.16474464579763,607,6,0,0.009884678747940691,79
444,93.80449897750404,489,6,0,0.012269938650306749,79
445,130.6800330033005,303,6,0,0.019801980198019802,79
446,75.77271157167397,579,6,0,0.010362694300518135,79
447,133.24722222222167,288,6,0,0.020833333333333332,79
448,86.30011406843994,526,6,0,0.011406844106463879,79
449,110.35630541871834,406,6,0,0.014778325123152709,79
450,149.22309178743936,207,6,0,0.028985507246376812,79
451,121.21490028489961,351,6,0,0.017094017094017096,79
452,102.82522522522424,444,6,0,0.013513513513513514,79
453,115.81525198938914,377,6,0,0.015915119363395226,79
454,147.4708294930877,217,6,0,0.027649769585253458,79
455,105.16201856148399,431,6,0,0.013921113689095127,79
456,110.55691358024606,405,6,0,0.014814814814814815,79
457,128.62746031745974,315,6,0,0.01904761904761905,79
458,132.8024657534241,292,6,0,0.02054794520547945,79
459,146.82045045045024,222,6,0,0.02702702702702703,79
460,119.69855153203272,359,6,0,0.016713091922005572,79
461,104.96148148148058,432,6,0,0.013888888888888888,79
462,88.19342359767774,517,6,0,0.01160541586073501,79
463,89.39569471624152,511,6,0,0.011741682974559686,79
464,111.8712562814062,398,6,0,0.01507537688442211,79
465,97.41231422505203,471,6,0,0.012738853503184714,79
466,116.57666666666591,375,6,0,0.016,79
467,135.79971223021553,278,6,0,0.02158273381294964,79
468,133.47482758620637,290,6,0,0.020689655172413793,79
469,139.82759689922443,258,6,0,0.023255813953488372,79
470,126.6176923076917,325,6,0,0.018461538461538463,79
471,136.42496350364914,274,6,0,0.021897810218978103,79
472,104.13883295194414,437,6,0,0.013729977116704805,79
473,141.6165040650407,246,6,0,0.024390243902439025,79
474,83.18450184501722,542,6,0,0.01107011070110701,79
475,82.9841620626139,543,6,0,0.011049723756906077,79
476,101.84321428571334,448,6,0,0.013392857142857142,79
477,151.7428205128203,195,6,0,0.03076923076923077,79
478,116.99881720430042,372,6,0,0.016129032258064516,79
479,133.6760207612452,289,6,0,0.020761245674740483,79
480,140.69840637450156,251,6,0,0.02390438247011952,79
481,109.06271844660154,412,6,0,0.014563106796116505,79
482,81.98248175182356,548,6,0,0.010948905109489052,79
483,146.97662100456637,219,6,0,0.0273972602739726,79
484,104.26988505747029,435,6,0,0.013793103448275862,79
485,89.5960784313714,510,6,0,0.011764705882352941,79
486,89.99685039370016,508,6,0,0.011811023622047244,79
487,69.5639344262281,610,6,0,0.009836065573770493,79
488,90.79841269841157,504,6,0,0.011904761904761904,79
489,140.3421568627451,255,6,0,0.023529411764705882,79
490,65.35847860538676,631,6,0,0.009508716323296355,79
491,122.82154518950372,343,6,0,0.01749271137026239,79
492,115.52455026454946,378,6,0,0.015873015873015872,79
493,133.85087719298198,285,6,0,0.021052631578947368,79
494,109.79570024569954,407,6,0,0.014742014742014743,79
495,140.1621568627453,255,6,0,0.023529411764705882,79
496,142.8266666666667,240,6,0,0.025,79
497,100.73026431717962,454,6,0,0.013215859030837005,79
498,127.3944654088048,318,6,0,0.018867924528301886,79
499,92.91283975659123,493,6,0,0.012170385395537525,79
500,131.88670033670004,297,6,0,0.020202020202020204,79
501,119.18624309392195,362,6,0,0.016574585635359115,79
502,138.25878787878753,264,6,0,0.022727272727272728,79
503,84.18621973929113,537,6,0,0.0111731843575419,79
504,108.84154589371897,414,6,0,0.014492753623188406,79
505,141.3716064257024,249,6,0,0.024096385542168676,79
506,120.72328611897947,353,6,0,0.0169971671388102,79
507,109.1527184466011,412,6,0,0.014563106796116505,79
508,92.4016129032247,496,6,0,0.012096774193548387,79
509,128.2464556962019,316,6,0,0.0189873417721519,79
510,105.45255813953393,430,6,0,0.013953488372093023,79
511,125.94581039755298,327,6,0,0.01834862385321101,79
512,124.22761904761862,336,6,0,0.017857142857142856,79
513,103.93831050228215,438,6,0,0.0136986301369863,79
514,64.35723270440103,636,6,0,0.009433962264150943,79
515,126.12581039755315,327,6,0,0.01834862385321101,79
516,126.01487804877983,328,6,0,0.018292682926829267,79
517,104.94094688221618,433,6,0,0.013856812933025405,79
518,98.21413276231166,467,6,0,0.01284796573875803,79
