Episode,Total Reward,Steps,Hits,Misses,Hit Rate,Q-Table Size
519,140.54370078740143,254,6,0,0.023622047244094488,79
520,119.09624309392193,362,6,0,0.016574585635359115,79
521,67.36103059581174,621,6,0,0.00966183574879227,79
522,143.99372881355896,236,6,0,0.025423728813559324,79
523,118.47322404371513,366,6,0,0.01639344262295082,79
524,75.68271157167428,579,6,0,0.010362694300518135,79
525,139.4675968992253,258,6,0,0.023255813953488372,79
526,104.33935779816417,436,6,0,0.013761467889908258,79
527,89.99685039369965,508,6,0,0.011811023622047244,79
528,141.75322580645124,248,6,0,0.024193548387096774,79
529,134.34335689045932,283,6,0,0.02120141342756184,79
530,108.64096385542081,415,6,0,0.014457831325301205,79
531,86.39011406843997,526,6,0,0.011406844106463879,79
532,110.84752475247441,404,6,0,0.01485148514851485,79
533,157.40975609756129,164,6,0,0.036585365853658534,79
534,77.97605633802688,568,6,0,0.01056338028169014,79
535,93.60408163265205,490,6,0,0.012244897959183673,79
536,113.0544529262079,393,6,0,0.015267175572519083,79
537,141.70650406504046,246,6,0,0.024390243902439025,79
538,85.40867924528189,530,6,0,0.011320754716981131,79
539,59.15105740181113,662,6,0,0.00906344410876133,79
540,140.36370078740114,254,6,0,0.023622047244094488,79
541,135.328422939068,279,6,0,0.021505376344086023,79
542,134.343356890459,283,6,0,0.02120141342756184,79
543,118.60472527472454,364,6,0,0.016483516483516484,79
544,101.22123893805211,452,6,0,0.01327433628318584,79
545,131.59557046979856,298,6,0,0.020134228187919462,79
546,136.89630036629987,273,6,0,0.02197802197802198,79
547,127.95545741324861,317,6,0,0.01892744479495268,79
548,75.48241379310214,580,6,0,0.010344827586206896,79
549,137.9459398496236,266,6,0,0.022556390977443608,79
550,112.38316455696123,395,6,0,0.015189873417721518,79
551,142.96322314049632,242,6,0,0.024793388429752067,79
552,135.5084229390676,279,6,0,0.021505376344086023,79
553,78.57699115044119,565,6,0,0.010619469026548672,79
554,137.83453183520578,267,6,0,0.02247191011235955,79
