Episode,Total Reward,Steps,Hits,Sunk Ships,Misses,Hit Rate,Q-Table Size,Consecutive Hits,Max Consecutive Hits Ship 1,Max Consecutive Hits Ship 2,Max Consecutive Hits Ship 3,Max Consecutive Hits Ship 4,Max Consecutive Hits Ship 5,Max Consecutive Hits Ship 6
306,139.31397260273985,365,24,6,72,0.06575342465753424,77,7,1,1,1,3,1,6
307,105.57699115044116,565,24,6,76,0.04247787610619469,77,9,2,2,3,1,3,4
308,133.73624309392198,362,24,6,70,0.06629834254143646,77,5,1,1,2,2,1,3
309,169.28759689922592,258,24,6,66,0.09302325581395349,77,10,1,1,1,3,1,9
310,157.4249635036497,274,24,6,70,0.08759124087591241,77,7,1,1,1,2,1,6
311,150.7705590062118,322,24,6,70,0.07453416149068323,77,8,1,2,2,1,2,5
312,115.49867924528178,530,24,6,75,0.045283018867924525,77,10,1,1,1,3,1,9
313,138.77055900621056,322,24,6,70,0.07453416149068323,77,4,1,1,1,1,1,4
314,164.58593984962482,266,24,6,65,0.09022556390977443,77,9,1,1,1,1,4,6
315,165.60129692832837,293,24,6,70,0.08191126279863481,77,11,1,1,1,1,3,10
316,140.65866348448935,419,24,6,74,0.057279236276849645,77,11,1,1,2,2,3,8
317,97.97006802720978,588,24,6,76,0.04081632653061224,77,8,1,1,1,1,1,8
318,142.85120481927717,332,24,6,71,0.07228915662650602,77,6,1,1,1,2,1,6
319,141.47362459546977,309,24,6,71,0.07766990291262135,77,4,1,1,1,1,1,4
320,143.58089887640418,356,24,6,66,0.06741573033707865,77,8,1,2,1,1,1,5
321,70.1347708894863,742,24,6,76,0.03234501347708895,77,9,1,1,1,1,2,9
322,119.51833333333315,480,24,6,75,0.05,77,8,2,1,1,1,1,5
323,109.80416206261643,543,24,6,74,0.04419889502762431,77,9,1,1,1,1,3,8
324,154.8845502645521,378,24,6,74,0.06349206349206349,77,13,1,2,1,3,3,6
325,148.49380710660117,394,24,6,72,0.06091370558375635,77,12,2,1,2,1,3,8
326,144.35038461538622,416,24,6,75,0.057692307692307696,77,12,1,1,1,3,2,10
327,147.64585798816535,338,24,6,71,0.07100591715976332,77,8,1,1,1,1,1,9
328,152.34303030303192,330,24,6,72,0.07272727272727272,77,9,2,1,2,1,1,7
329,160.84910505836666,257,24,6,70,0.0933852140077821,77,7,1,1,1,1,2,6
330,85.33774104683201,726,24,6,76,0.03305785123966942,77,13,1,2,1,1,4,10
331,169.73313432835906,268,24,6,60,0.08955223880597014,77,11,1,1,3,1,1,10
332,176.69840637450292,251,24,6,66,0.09561752988047809,77,12,2,2,3,2,1,4
333,154.94087719298358,285,24,6,67,0.08421052631578947,77,7,1,1,1,1,1,7
334,170.65587188612216,281,24,6,66,0.08540925266903915,77,12,1,1,3,2,2,9
335,159.77055900621284,322,24,6,70,0.07453416149068323,77,11,1,1,1,2,3,9
336,127.34474178403795,426,24,6,75,0.056338028169014086,77,7,1,1,1,1,2,6
337,149.28847133757927,314,24,6,69,0.07643312101910828,77,7,1,1,1,1,1,7
338,104.40018018018021,555,24,6,74,0.043243243243243246,77,8,1,1,1,1,1,9
339,179.898787878789,264,24,6,64,0.09090909090909091,77,14,1,2,3,2,4,6
340,146.55691358024927,405,24,6,75,0.05925925925925926,77,12,2,1,1,1,3,10
341,179.6300000000012,250,24,6,63,0.096,77,13,1,1,1,3,3,10
342,171.419184549356,233,24,6,67,0.10300429184549356,77,9,2,2,1,1,3,6
343,135.61271844660266,412,24,6,69,0.05825242718446602,77,9,1,1,1,3,2,6
344,136.4039726027404,365,24,6,73,0.06575342465753424,77,6,1,1,1,1,1,7
345,119.04123893805235,452,24,6,74,0.05309734513274336,77,6,1,1,1,1,1,5
346,141.6804166666662,384,24,6,74,0.0625,78,9,1,1,1,2,4,4
347,106.89416206261656,543,24,6,75,0.04419889502762431,78,8,1,1,2,1,2,6
348,131.74041474654504,434,24,6,75,0.055299539170506916,78,9,1,1,1,1,1,10
349,138.17173913043518,368,24,6,66,0.06521739130434782,78,7,1,1,1,2,2,6
350,137.37691358024838,405,24,6,73,0.05925925925925926,78,9,1,1,2,1,1,9
351,94.76977928692564,589,24,6,76,0.04074702886247878,78,7,1,1,1,1,1,8
352,97.98939393939276,528,24,6,76,0.045454545454545456,78,4,1,1,1,1,1,5
353,124.05419203747044,427,24,6,74,0.05620608899297424,78,6,1,1,1,3,1,2
354,148.59545741325,317,24,6,68,0.07570977917981073,78,7,1,1,1,1,1,8
355,77.94224751066685,703,24,6,76,0.034139402560455195,78,9,2,1,1,1,1,6
356,125.43809651474456,373,24,6,69,0.064343163538874,78,3,1,1,1,1,1,4
357,111.93573363431065,443,24,6,75,0.05417607223476298,78,3,1,1,1,2,1,3
358,188.2907692307697,208,24,6,65,0.11538461538461539,78,13,1,1,2,2,3,10
359,97.72953321364454,557,24,6,71,0.04308797127468582,78,6,1,1,1,1,3,4
360,128.95371364653286,447,24,6,73,0.053691275167785234,78,9,1,1,1,1,4,4
361,141.32169014084582,355,24,6,72,0.0676056338028169,78,7,1,1,1,1,2,6
362,84.98077170417862,622,24,6,74,0.03858520900321544,78,6,1,1,1,1,3,5
363,113.02746887966697,482,24,6,74,0.04979253112033195,78,6,1,1,1,2,1,5
364,149.2398550724657,345,24,6,71,0.06956521739130435,78,9,1,1,1,1,4,7
365,121.20533880903503,487,24,6,76,0.049281314168377825,78,9,1,2,1,2,3,4
366,131.1969135802486,405,24,6,71,0.05925925925925926,78,7,1,2,1,3,1,4
367,118.39379844961442,516,24,6,76,0.046511627906976744,78,10,1,2,1,1,3,8
368,126.54255813953557,430,24,6,75,0.05581395348837209,78,7,1,1,1,1,1,8
369,98.7060563380292,568,24,6,73,0.04225352112676056,78,7,1,1,1,2,1,4
370,148.1940909090922,352,24,6,75,0.06818181818181818,78,9,1,1,1,1,4,6
371,87.08182130584063,582,24,6,75,0.041237113402061855,78,4,1,1,1,1,1,5
372,106.08793594306229,562,24,6,75,0.042704626334519574,78,9,1,1,1,2,2,5
373,160.5744654088063,318,24,6,70,0.07547169811320754,78,11,1,1,3,1,3,6
374,141.3549852507379,339,24,6,70,0.07079646017699115,78,6,1,1,1,1,2,6
375,108.43841269841352,504,24,6,72,0.047619047619047616,78,6,1,1,1,2,2,5
376,95.17482517482387,572,24,6,76,0.04195804195804196,78,6,1,1,1,1,1,6
377,137.29487804878013,328,24,6,67,0.07317073170731707,78,4,1,1,2,1,1,4
378,126.19999999999932,400,24,6,71,0.06,78,5,1,1,1,1,1,4
379,76.86432098765277,648,24,6,75,0.037037037037037035,78,5,1,1,1,1,1,4
380,148.3049002849018,351,24,6,74,0.06837606837606838,78,9,1,1,1,1,2,8
381,148.01347962382502,319,24,6,66,0.07523510971786834,78,7,1,1,1,1,1,5
382,109.08793594306107,562,24,6,75,0.042704626334519574,78,10,1,1,2,1,2,9
383,162.88722222222324,288,24,6,62,0.08333333333333333,78,10,1,1,1,1,2,10
384,117.62449897750616,489,24,6,74,0.049079754601226995,78,8,1,2,1,1,2,4
385,99.58181818181693,550,24,6,76,0.04363636363636364,78,6,1,1,1,1,1,7
386,131.22777777777702,360,24,6,71,0.06666666666666667,78,4,1,1,1,1,2,3
387,118.71939393939476,528,24,6,73,0.045454545454545456,78,11,2,2,2,1,2,4
388,129.5509638554223,415,24,6,75,0.05783132530120482,78,7,1,1,1,2,2,6
389,64.94430014429852,693,24,6,76,0.03463203463203463,78,4,1,1,1,1,1,5
390,122.99685039370232,508,24,6,76,0.047244094488188976,78,11,2,2,2,1,3,7
391,157.47030030030194,333,24,6,69,0.07207207207207207,78,11,2,2,2,1,1,9
392,110.43505376344065,465,24,6,74,0.05161290322580645,78,4,1,2,1,1,2,2
393,92.76286644951091,614,24,6,76,0.03908794788273615,78,8,1,1,1,1,1,9
394,111.81786492374636,459,24,6,76,0.05228758169934641,78,4,1,1,1,1,1,5
395,168.81250000000165,320,24,6,66,0.075,78,14,1,2,3,2,4,8
396,154.96211480362643,331,24,6,70,0.07250755287009064,78,10,1,1,3,3,2,4
397,139.02322404371657,366,24,6,71,0.06557377049180328,78,7,1,1,2,1,1,7
398,154.85901734104252,346,24,6,69,0.06936416184971098,78,11,1,1,1,1,4,9
399,160.0884320557507,287,24,6,62,0.08362369337979095,78,9,1,1,2,2,1,5
400,174.25650406504172,246,24,6,61,0.0975609756097561,78,11,2,1,2,2,1,9
401,149.2674603174611,315,24,6,71,0.0761904761904762,78,7,1,1,1,1,1,8
402,134.38041474654568,434,24,6,71,0.055299539170506916,78,10,2,1,1,1,1,10
403,84.16750418760331,597,24,6,76,0.04020100502512563,78,4,1,1,1,1,1,3
404,100.48857142857163,560,24,6,75,0.04285714285714286,78,7,1,1,1,1,1,7
405,118.80040080160265,499,24,6,76,0.04809619238476954,78,9,1,2,1,1,3,6
406,165.37364261168523,291,24,6,63,0.08247422680412371,78,11,1,1,1,2,4,8
407,183.70859649122877,228,24,6,59,0.10526315789473684,78,13,2,2,1,2,3,8
408,67.74104372355258,709,24,6,76,0.03385049365303244,78,6,1,1,1,1,1,5
409,163.3549377593361,241,24,6,62,0.0995850622406639,78,7,1,1,1,1,3,4
410,107.7328397565912,493,24,6,73,0.0486815415821501,78,5,1,1,1,2,1,5
411,99.90880715705656,503,24,6,75,0.04771371769383698,78,3,1,1,1,1,1,3
412,71.16792899408253,676,24,6,74,0.03550295857988166,78,5,1,1,1,1,1,6
413,121.73080321285026,498,24,6,73,0.04819277108433735,78,10,2,2,1,1,1,9
414,97.97452006980748,573,24,6,76,0.041884816753926704,78,7,1,2,1,1,2,4
415,105.3814882032665,551,24,6,76,0.043557168784029036,78,8,1,1,1,3,1,5
416,108.99331022530416,577,24,6,74,0.0415944540727903,78,11,1,1,2,1,2,10
417,143.19595744681035,376,24,6,73,0.06382978723404255,78,9,1,2,1,2,1,8
418,138.63328611897987,353,24,6,71,0.0679886685552408,78,6,1,1,1,2,1,4
419,125.5809468822174,433,24,6,71,0.05542725173210162,78,7,1,1,1,1,1,8
420,168.144858299596,247,24,6,62,0.09716599190283401,78,9,1,2,1,1,4,6
421,137.6504147465431,434,24,6,74,0.055299539170506916,78,11,1,1,1,1,3,10
422,46.43048192771081,830,24,6,75,0.02891566265060241,78,7,1,1,1,1,2,7
423,85.86797788309485,633,24,6,75,0.037914691943127965,78,7,1,1,2,1,2,4
424,134.63551724138125,464,24,6,74,0.05172413793103448,78,12,1,1,3,2,3,6
425,167.31593984962478,266,24,6,62,0.09022556390977443,78,10,1,1,1,2,2,9
426,189.79322314049668,242,24,6,58,0.09917355371900827,78,16,1,1,3,3,4,10
427,134.7596436058698,477,24,6,71,0.050314465408805034,78,13,2,1,3,2,3,6
428,128.7667359050438,337,24,6,59,0.0712166172106825,78,2,1,1,1,1,2,2
429,165.55052863436208,227,24,6,55,0.10572687224669604,78,7,1,1,1,1,2,7
430,115.11832391713715,531,24,6,73,0.04519774011299435,78,10,1,1,1,1,2,10
431,57.72919896640682,774,24,6,76,0.031007751937984496,78,7,1,1,1,1,1,7
432,138.9972727272751,440,24,6,69,0.05454545454545454,78,12,1,1,2,1,3,10
433,124.23929824561331,456,24,6,74,0.05263157894736842,78,8,1,1,2,1,3,6
434,165.1466812227072,229,24,6,55,0.10480349344978165,78,7,2,1,1,1,2,4
435,125.72120458890979,523,24,6,73,0.045889101338432124,78,13,1,2,2,1,3,10
436,99.96051364366137,623,24,6,76,0.038523274478330656,78,11,1,1,1,2,4,8
437,115.75075055187537,453,24,6,73,0.052980132450331126,78,5,2,1,3,1,1,3
438,102.12762845849687,506,24,6,73,0.04743083003952569,78,4,1,1,1,1,1,4
439,147.38959752322023,323,24,6,68,0.07430340557275542,78,7,1,1,1,2,2,4
440,78.45598540145974,685,24,6,75,0.035036496350364967,78,8,1,1,3,1,1,7
441,130.72321961620403,469,24,6,75,0.0511727078891258,78,11,1,1,1,3,3,5
442,75.14245014244926,702,24,6,76,0.03418803418803419,78,8,1,1,1,1,2,8
443,140.89769230769176,325,24,6,67,0.07384615384615385,78,5,1,1,1,1,1,6
444,120.45097046413606,474,24,6,72,0.05063291139240506,78,8,1,2,1,1,1,4
445,115.80416206261718,543,24,6,74,0.04419889502762431,78,11,1,1,1,3,2,9
446,84.26243902438966,656,24,6,75,0.036585365853658534,78,8,1,1,1,2,1,8
447,130.47584905660497,424,24,6,72,0.05660377358490566,78,8,1,1,1,3,3,4
448,121.57831050228216,438,24,6,71,0.0547945205479452,78,6,1,1,1,2,1,6
449,158.83160642570394,249,24,6,63,0.0963855421686747,78,6,1,1,2,1,1,4
450,116.2417294900212,451,24,6,74,0.05321507760532151,78,5,1,1,1,1,2,2
451,89.54492753623302,690,24,6,76,0.034782608695652174,78,12,2,1,3,1,2,9
452,138.46522522522596,444,24,6,72,0.05405405405405406,78,12,2,1,2,2,2,9
453,81.35243902438867,656,24,6,76,0.036585365853658534,78,7,1,1,1,1,3,5
454,89.95923566878976,628,24,6,76,0.03821656050955414,78,8,1,1,2,2,1,4
455,80.95923566878832,628,24,6,76,0.03821656050955414,78,5,1,1,1,3,1,3
456,138.92390243902636,410,24,6,68,0.05853658536585366,78,10,1,1,1,1,3,9
457,145.8930303030299,330,24,6,67,0.07272727272727272,78,7,1,1,1,1,2,7
458,93.74947683109309,669,24,6,76,0.03587443946188341,78,12,1,1,1,3,2,10
459,107.27638935108176,601,24,6,75,0.03993344425956739,78,12,1,1,2,2,3,9
460,146.68027027027148,370,24,6,65,0.06486486486486487,78,10,1,1,1,2,4,7
461,79.76749262536822,678,24,6,74,0.035398230088495575,78,8,1,1,1,1,1,9
462,114.18621973929349,537,24,6,76,0.0446927374301676,78,10,1,1,1,3,3,7
463,129.33419203747164,427,24,6,66,0.05620608899297424,78,8,1,1,1,1,3,5
464,125.74011204481721,357,24,6,70,0.06722689075630252,78,2,1,1,1,1,1,2
465,128.1593577981654,436,24,6,73,0.05504587155963303,78,8,1,1,1,1,1,5
466,96.29806722688976,595,24,6,73,0.040336134453781515,78,8,1,1,1,1,1,7
467,159.31013605442297,294,24,6,69,0.08163265306122448,78,9,1,1,1,2,2,8
468,106.6038235294121,544,24,6,74,0.04411764705882353,78,8,1,1,1,1,1,9
469,126.95624434389214,442,24,6,73,0.05429864253393665,78,8,1,1,1,1,2,7
470,107.289856115109,556,24,6,75,0.04316546762589928,78,9,1,1,2,1,1,7
471,129.41213075060523,413,24,6,69,0.05811138014527845,78,7,1,1,1,1,2,4
472,143.454609929078,282,24,6,66,0.0851063829787234,78,3,1,1,1,1,1,3
473,128.96148148148302,432,24,6,73,0.05555555555555555,78,8,2,2,1,1,2,6
474,125.17988505747172,435,24,6,71,0.05517241379310345,78,7,1,1,1,1,2,6
475,176.7616793893142,262,24,6,58,0.0916030534351145,78,13,1,1,2,3,4,6
476,119.5387682672225,479,24,6,73,0.05010438413361169,78,8,1,1,1,1,1,8
477,120.5923076923086,520,24,6,76,0.046153846153846156,78,11,1,1,1,1,3,10
478,161.5478378378387,296,24,6,65,0.08108108108108109,78,10,1,1,1,1,2,10
479,139.505098039218,408,24,6,70,0.058823529411764705,78,10,1,1,1,2,3,8
480,108.54097046413452,474,24,6,73,0.05063291139240506,78,4,1,1,1,1,2,4
481,115.5694915254242,590,24,6,76,0.04067796610169491,78,14,2,1,3,1,3,10
482,116.70646365422465,509,24,6,75,0.047151277013752456,78,9,1,1,1,1,4,5
483,99.48699115044121,565,24,6,75,0.04247787610619469,78,7,1,2,1,1,3,4
484,115.9792114695348,558,24,6,76,0.043010752688172046,78,12,2,1,2,1,2,10
485,169.43112582781643,302,24,6,66,0.07947019867549669,78,13,1,1,3,2,3,5
486,124.35330900243224,411,24,6,75,0.058394160583941604,78,5,1,2,1,1,2,3
487,119.80083182640362,553,24,6,74,0.0433996383363472,78,13,1,1,2,2,3,10
488,138.7118891687672,397,24,6,70,0.060453400503778336,78,9,2,2,1,2,2,5
489,149.90246575342485,292,24,6,60,0.0821917808219178,78,6,1,1,2,2,1,4
490,154.05571428571395,350,24,6,69,0.06857142857142857,78,11,1,1,1,3,3,5
491,171.03682539682555,252,24,6,72,0.09523809523809523,78,10,1,1,2,1,4,6
492,157.82313432835917,268,24,6,61,0.08955223880597014,78,7,1,2,1,1,2,6
493,121.42445292620785,393,24,6,69,0.061068702290076333,78,3,1,1,2,1,1,3
494,101.18233766233834,616,24,6,74,0.03896103896103896,78,11,1,1,1,3,4,7
495,105.10723865877594,507,24,6,75,0.047337278106508875,78,5,2,1,1,1,1,5
496,136.91575447570375,391,24,6,70,0.061381074168797956,78,8,1,1,1,3,1,5
497,127.0462443438929,442,24,6,74,0.05429864253393665,78,8,1,1,3,3,1,3
498,176.98751243781177,201,24,6,57,0.11940298507462686,78,9,1,1,2,1,3,5
499,197.3728571428571,112,24,6,48,0.21428571428571427,78,10,1,1,1,3,3,5
500,106.8149317738803,513,24,6,74,0.04678362573099415,78,6,1,1,1,1,3,5
501,140.2622222222247,450,24,6,72,0.05333333333333334,78,13,1,1,2,3,3,9
502,133.68509803921637,408,24,6,72,0.058823529411764705,78,8,1,1,1,2,3,5
503,172.32003300330197,303,24,6,67,0.07920792079207921,78,14,1,2,3,2,2,10
504,158.38487804878116,328,24,6,68,0.07317073170731707,78,11,1,2,3,1,1,9
505,69.45285714285642,700,24,6,75,0.03428571428571429,78,6,1,2,1,2,1,5
506,121.10342359768082,517,24,6,75,0.04642166344294004,78,11,1,1,3,1,2,7
507,150.84231884057922,276,24,6,68,0.08695652173913043,79,5,2,1,1,1,1,5
508,160.4154574132496,317,24,6,66,0.07570977917981073,79,11,1,1,1,2,3,9
509,143.15051282051286,312,24,6,63,0.07692307692307693,79,5,1,1,1,2,1,5
510,132.48154589371893,414,24,6,72,0.057971014492753624,79,8,1,2,1,1,2,5
511,152.19691358024951,405,24,6,71,0.05925925925925926,79,14,1,2,3,1,4,9
512,135.38974025973943,385,24,6,73,0.06233766233766234,79,7,1,1,1,1,1,7
513,124.90630541871836,406,24,6,70,0.059113300492610835,79,5,1,1,1,1,1,5
514,141.86213075060783,413,24,6,74,0.05811138014527845,79,11,2,1,1,2,2,9
515,98.00450184501724,542,24,6,74,0.04428044280442804,79,5,1,1,1,1,1,3
516,108.87447368421164,608,24,6,75,0.039473684210526314,79,13,1,1,1,3,4,9
517,163.59545741325073,317,24,6,68,0.07570977917981073,79,12,1,1,2,2,3,9
518,131.30752475247508,404,24,6,70,0.0594059405940594,79,7,1,2,1,1,1,5
519,142.98510204081828,392,24,6,73,0.061224489795918366,79,10,1,2,1,2,1,9
520,108.83342359767786,517,24,6,72,0.04642166344294004,79,7,2,1,1,1,1,7
521,143.81881720430303,372,24,6,71,0.06451612903225806,79,9,1,1,1,2,1,9
522,97.7818122977333,618,24,6,74,0.038834951456310676,79,10,1,2,3,1,3,6
523,134.39752475247553,404,24,6,71,0.0594059405940594,79,8,1,1,1,1,2,8
524,149.15855153203512,359,24,6,68,0.06685236768802229,79,10,1,2,1,1,3,7
525,105.3969911504424,565,24,6,74,0.04247787610619469,79,9,1,1,2,3,2,6
526,124.9049317738811,513,24,6,75,0.04678362573099415,79,12,1,1,1,1,4,10
527,160.48446540880684,318,24,6,69,0.07547169811320754,79,11,2,1,1,1,3,9
528,168.4148582995955,247,24,6,65,0.09716599190283401,79,9,1,1,2,1,1,9
529,164.62999999999977,250,24,6,63,0.096,79,8,1,1,1,2,1,8
530,170.2678048780491,205,24,6,58,0.11707317073170732,79,7,1,1,1,1,2,4
531,151.7064556962032,316,24,6,67,0.0759493670886076,79,8,1,1,1,1,1,9
532,165.10101083032578,277,24,6,62,0.08664259927797834,79,10,1,2,1,1,2,7
533,51.521951219511806,820,24,6,76,0.02926829268292683,79,8,1,2,1,1,2,4
534,152.8215451895059,343,24,6,73,0.06997084548104957,79,10,1,1,3,1,3,4
535,64.13755158184163,727,24,6,76,0.033012379642365884,79,6,2,1,1,1,1,4
536,79.95082956259282,663,24,6,76,0.03619909502262444,79,7,1,1,2,1,1,4
537,135.68213075060663,413,24,6,72,0.05811138014527845,79,9,1,1,1,1,1,10
538,115.87583747927283,603,24,6,75,0.03980099502487562,79,15,1,1,2,3,4,10
539,75.04661202185744,732,24,6,75,0.03278688524590164,79,10,1,1,1,2,1,10
540,99.37667844522977,566,24,6,76,0.04240282685512368,79,7,2,1,1,1,1,7
541,146.03444816053627,299,24,6,66,0.0802675585284281,79,5,1,1,1,2,1,3
542,157.97645569620406,316,24,6,70,0.0759493670886076,79,10,1,2,1,1,3,7
543,161.4155704698001,298,24,6,68,0.08053691275167785,79,10,1,1,2,3,3,4
544,124.51472527472467,364,24,6,72,0.06593406593406594,79,2,1,1,1,1,1,3
545,89.77123287671262,584,24,6,76,0.0410958904109589,79,5,1,1,1,1,1,4
546,143.60855153203272,359,24,6,73,0.06685236768802229,79,8,1,1,1,3,1,4
547,121.6332196162054,469,24,6,74,0.0511727078891258,79,8,2,1,1,3,2,5
548,166.97840637450244,251,24,6,58,0.09561752988047809,79,9,1,1,1,2,1,9
549,144.470000000002,400,24,6,74,0.06,79,11,1,1,1,2,3,9
550,167.02525691699637,253,24,6,63,0.09486166007905138,79,9,1,2,1,1,1,9
551,139.05231422505625,471,24,6,72,0.050955414012738856,79,14,1,1,3,1,4,10
552,133.80752969121252,421,24,6,69,0.057007125890736345,79,9,1,1,1,1,3,5
553,128.88875621890494,402,24,6,72,0.05970149253731343,79,6,1,1,3,1,2,3
554,162.93673590504585,337,24,6,72,0.0712166172106825,80,13,1,1,3,2,3,9
555,78.57649452269177,639,24,6,74,0.03755868544600939,80,5,1,1,3,1,1,4
556,139.17548209366518,363,24,6,66,0.06611570247933884,80,7,1,1,1,1,1,8
557,128.45551724138124,464,24,6,72,0.05172413793103448,80,10,1,2,1,1,2,7
558,88.77421602787325,574,24,6,76,0.041811846689895474,80,4,1,1,1,1,2,4
559,91.47528925619802,605,24,6,75,0.03966942148760331,80,7,1,1,1,1,2,5
560,140.23557046979965,298,24,6,66,0.08053691275167785,80,3,1,1,1,1,2,2
561,61.532450331125936,755,24,6,76,0.031788079470198675,80,7,2,1,1,1,1,6
562,162.96003300330207,303,24,6,63,0.07920792079207921,80,11,1,2,2,1,2,9
563,136.49640661938662,423,24,6,70,0.05673758865248227,80,10,1,1,3,1,1,9
564,145.54735632184025,348,24,6,70,0.06896551724137931,80,8,1,1,2,2,3,4
565,151.0331578947382,380,24,6,69,0.06315789473684211,80,12,1,2,2,3,3,5
566,48.31750881316185,851,24,6,76,0.0282021151586369,80,9,1,1,1,1,3,7
567,111.80248175182354,548,24,6,74,0.043795620437956206,80,10,1,1,2,2,4,5
568,138.2895417789751,371,24,6,74,0.0646900269541779,80,7,1,1,1,1,3,6
569,158.78842293906894,279,24,6,63,0.08602150537634409,80,8,1,1,1,2,2,6
570,138.89188916876628,397,24,6,72,0.060453400503778336,80,9,1,2,1,3,2,4
571,134.7183979328181,387,24,6,70,0.06201550387596899,80,7,1,1,1,1,1,7
572,143.538397932818,387,24,6,68,0.06201550387596899,80,10,1,1,1,1,3,9
573,135.04062656641793,399,24,6,67,0.06015037593984962,80,8,1,1,1,2,4,4
574,119.56866348448669,419,24,6,73,0.057279236276849645,80,4,1,2,1,1,1,2
575,125.55271714922145,449,24,6,73,0.053452115812917596,80,8,1,1,2,1,3,6
576,95.27638935108014,601,24,6,75,0.03993344425956739,80,8,1,1,1,1,2,8
577,177.7724861878458,181,24,6,54,0.13259668508287292,80,8,2,1,2,1,2,6
578,126.375225225225,444,24,6,71,0.05405405405405406,80,8,1,1,1,3,1,5
579,64.73262599469382,754,24,6,76,0.03183023872679045,80,8,1,1,1,1,1,9
580,153.9932861189813,353,24,6,75,0.0679886685552408,80,11,1,2,1,1,2,10
581,147.6124858757061,354,24,6,73,0.06779661016949153,80,9,1,1,1,1,3,8
582,57.33140604467688,761,24,6,76,0.03153745072273324,80,6,1,1,1,2,3,4
583,136.6127659574493,470,24,6,76,0.05106382978723404,80,13,1,2,1,2,4,9
584,100.02832391713771,531,24,6,72,0.04519774011299435,80,5,1,1,1,1,1,6
585,138.86213075060772,413,24,6,74,0.05811138014527845,80,10,1,1,1,2,3,7
586,115.10779043280087,439,24,6,68,0.05466970387243736,80,4,1,1,1,1,1,4
587,86.39094017093886,585,24,6,74,0.041025641025641026,80,4,1,1,1,1,1,5
588,157.66700831025148,361,24,6,67,0.0664819944598338,80,13,2,1,3,1,4,6
589,124.6607505518754,453,24,6,72,0.052980132450331126,80,8,1,1,2,2,1,6
590,85.5574803149596,635,24,6,76,0.03779527559055118,80,7,1,1,1,2,1,4
591,113.8024291497978,494,24,6,76,0.048582995951417005,80,7,1,1,1,1,3,5
592,144.77761904761866,336,24,6,68,0.07142857142857142,80,7,2,1,1,1,2,6
593,69.8445895020173,743,24,6,75,0.03230148048452221,80,9,1,2,1,1,4,4
594,147.80173913043697,368,24,6,73,0.06521739130434782,80,10,1,1,1,1,3,6
595,70.9383125864436,723,24,6,76,0.03319502074688797,80,8,1,2,1,2,2,6
596,144.77041666666895,384,24,6,75,0.0625,80,10,1,1,1,1,3,8
597,75.97698587127007,637,24,6,74,0.03767660910518053,80,4,1,1,1,1,1,5
598,141.9125252525259,396,24,6,70,0.06060606060606061,80,10,1,2,1,1,3,6
599,119.98739130434943,460,24,6,69,0.05217391304347826,80,7,2,2,1,1,2,5
600,143.35988505747403,435,24,6,73,0.05517241379310345,80,13,1,1,1,3,3,10
601,155.05211267605628,284,24,6,66,0.08450704225352113,80,7,1,1,2,1,3,4
602,160.87211267605662,284,24,6,64,0.08450704225352113,80,9,1,1,1,1,3,8
603,153.3567973856206,306,24,6,63,0.0784313725490196,80,8,1,1,1,2,1,8
604,104.49694490818223,599,24,6,73,0.04006677796327212,80,11,1,1,1,2,4,5
605,50.541843971629525,705,24,6,76,0.03404255319148936,80,0,1,1,1,1,1,1
606,157.17610038610033,259,24,6,67,0.09266409266409266,80,6,1,1,3,1,1,3
607,163.86545741325062,317,24,6,71,0.07570977917981073,80,12,1,1,2,2,2,10
608,108.44761726078818,533,24,6,70,0.0450281425891182,80,8,1,1,2,1,2,7
609,161.42051282051443,312,24,6,66,0.07692307692307693,80,11,1,1,2,2,2,9
610,179.50211267605775,284,24,6,71,0.08450704225352113,80,15,1,2,3,3,2,10
611,40.716414435387925,859,24,6,76,0.027939464493597205,80,7,1,1,1,1,2,6
612,120.42214936248,549,24,6,72,0.04371584699453552,80,13,2,1,2,1,3,10
613,111.20656716417959,536,24,6,74,0.04477611940298507,80,9,1,1,1,2,2,7
614,88.17331022530192,577,24,6,76,0.0415944540727903,80,4,1,1,1,1,1,3
615,81.77673981191069,638,24,6,74,0.03761755485893417,80,6,1,1,3,1,1,4
616,128.85923444976086,418,24,6,74,0.05741626794258373,80,7,1,1,2,1,1,7
617,111.18097046413466,474,24,6,69,0.05063291139240506,80,5,1,1,2,1,1,5
618,108.0296436058697,477,24,6,74,0.050314465408805034,80,4,1,1,1,1,2,3
619,130.24000000000186,500,24,6,72,0.048,80,13,2,1,2,3,4,6
620,168.03735042735116,234,24,6,65,0.10256410256410256,80,8,1,1,2,1,3,5
621,98.1582278481023,632,24,6,76,0.0379746835443038,80,11,1,1,1,2,2,10
622,148.87985507246583,345,24,6,67,0.06956521739130435,80,9,1,2,1,2,3,5
623,130.6536752136778,468,24,6,72,0.05128205128205128,80,11,1,1,1,3,3,8
624,98.1748251748241,572,24,6,76,0.04195804195804196,80,7,1,2,1,2,1,3
625,106.09281535648894,547,24,6,75,0.043875685557586835,80,8,2,1,1,2,4,4
626,125.33773195876348,388,24,6,68,0.061855670103092786,80,4,1,1,1,1,1,4
